"gender","event","medal","athlete","abb","year"
"Women","100 m Breaststroke D","Bronze","WILSON Jan","USA",1980
"Women","100 m Breaststroke D1","Gold","NEWLAND Sarah","JAM",1980
"Women","100 m Breaststroke D1","Silver","MASTAD Maj Britt","NOR",1980
"Women","100 m Breaststroke D1","Bronze","CZOPEK Bozena","POL",1980
"Women","100 m Breaststroke E","Gold","AHRENSTRAND Annelie","SWE",1980
"Women","100 m Breaststroke E","Silver","KORNIEWICZ Anna","POL",1980
"Women","100 m Breaststroke E","Bronze","DURANCEAU Isabelle","FRA",1980
"Women","100 m Breaststroke 4","Gold","IGNACZUK G.","POL",1980
"Women","100 m Breaststroke 4","Silver","HERRERAS Teresa","ESP",1980
"Women","100 m Breaststroke 4","Bronze","ORPWOOD J.","GBR",1980
"Women","100 m Breaststroke 5","Gold","SWANEPOEL C.","FRG",1980
"Women","100 m Breaststroke 5","Silver","KOZLOWSKA Malgorzata","POL",1980
"Women","100 m Breaststroke 5","Bronze","WILKINSON L.","GBR",1980
"Women","100 m Breaststroke 6","Gold","OGORZELSKA Agnieszka","POL",1980
"Women","100 m Breaststroke 6","Silver","JABALOYAS Pilar","ESP",1980
"Women","25 m Butterfly 2","Gold","WEBER D.","FRG",1980
"Women","25 m Butterfly 2","Silver","JACOBS Syd","USA",1980
"Women","25 m Butterfly 2","Bronze","KOPEC Malgorzata","POL",1980
"Women","25 m Butterfly 3","Gold","LUNDBORG Monika","SWE",1980
"Women","25 m Butterfly 3","Silver","RIZZOTTO Marcela","ARG",1980
"Women","25 m Butterfly 3","Bronze","ADAMIK Malgozata","POL",1980
"Women","25 m Butterfly 4","Gold","IGNACZUK G.","POL",1980
"Women","25 m Butterfly 4","Silver","HERRERAS Teresa","ESP",1980
"Women","25 m Butterfly 4","Bronze","WOWNUK I.","CAN",1980
"Women","50 m Butterfly 5","Gold","SWANEPOEL C.","FRG",1980
"Women","50 m Butterfly 5","Silver","WILKINSON L.","GBR",1980
"Women","50 m Butterfly 5","Bronze","KOZLOWSKA Malgorzata","POL",1980
"Women","100 m Butterfly A","Gold","ROSSI Andrea","CAN",1980
"Women","100 m Butterfly A","Silver","CONNORS Carolyn","AUS",1980
"Women","100 m Butterfly A","Bronze","DUNNE Sandy","USA",1980
"Women","100 m Butterfly B","Gold","ZORN Trischa","USA",1980
"Women","100 m Butterfly B","Silver","AKINS Missy","USA",1980
"Women","100 m Butterfly B","Bronze","ANDERSSON Eva","SWE",1980
"Women","100 m Butterfly C","Gold","KRISTIANSEN C.","CAN",1980
"Women","100 m Butterfly D","Gold","VAUGHAN M.","GBR",1980
"Women","100 m Butterfly D","Silver","NICHOLSON M.","CAN",1980
"Women","100 m Butterfly D","Bronze","SIKORSKA Krystyna","POL",1980
"Women","100 m Butterfly E","Gold","AHRENSTRAND Annelie","SWE",1980
"Women","100 m Butterfly E","Silver","DURANCEAU Isabelle","FRA",1980
"Women","100 m Butterfly E","Bronze","CORNELISSEN Silvia","NED",1980
"Women","100 m Butterfly 6","Gold","OGORZELSKA Agnieszka","POL",1980
"Women","100 m Butterfly 6","Silver","JABALOYAS Pilar","ESP",1980
"Women","3x25 m Individual Medley 2","Gold","PRICE M.","GBR",1980
"Women","3x25 m Individual Medley 2","Silver","WEBER D.","FRG",1980
"Women","3x25 m Individual Medley 2","Bronze","RUSEWICZ Irena","POL",1980
"Women","2x50 m Individual Medley F1","Gold","SCHAD Petra","FRG",1980
"Women","2x50 m Individual Medley F1","Silver","SIEVERT U.","FRG",1980
"Women","3x50 m Individual Medley C1","Gold","KRAJEWSKA Lucyna","POL",1980
"Women","3x50 m Individual Medley C1","Silver","SANDERS Mirjam","NED",1980
"Women","3x50 m Individual Medley C1","Bronze","DUDKA Ewa","POL",1980
"Women","3x50 m Individual Medley D1","Gold","MASTAD Maj Britt","NOR",1980
"Women","3x50 m Individual Medley D1","Silver","NEWLAND Sarah","JAM",1980
"Women","3x50 m Individual Medley D1","Bronze","CZOPEK Bozena","POL",1980
"Women","3x50 m Individual Medley F","Gold","ALLARD M. H.","FRA",1980
"Women","3x25 m Freestyle Relay 1A-1C","Gold","United States of America","USA",1980
"Women","3x25 m Freestyle Relay 1A-1C","Silver","Argentina","ARG",1980
"Women","3x100 m Freestyle Relay C1-D1","Gold","Poland","POL",1980
"Women","3x50 m Medley Relay 2-4","Gold","Poland","POL",1980
"Women","3x50 m Medley Relay 2-4","Silver","Great Britain","GBR",1980
"Women","3x50 m Medley Relay 2-4","Bronze","United States of America","USA",1980
"Women","3x100 m Medley Relay CP D","Gold","Netherlands","NED",1980
"Women","3x100 m Medley Relay CP D","Silver","United States of America","USA",1980
"Women","3x100 m Medley Relay CP D","Bronze","France","FRA",1980
"Men","4x25 m Individual Medley 3","Gold","","POL",1980
"Men","4x25 m Individual Medley 3","Silver","","POL",1980
"Men","4x25 m Individual Medley 3","Bronze","","ESP",1980
"Men","4x50 m Individual Medley A","Gold","","CAN",1980
"Men","4x50 m Individual Medley A","Silver","","USA",1980
"Men","4x50 m Individual Medley A","Bronze","","SWE",1980
"Men","4x50 m Individual Medley B","Gold","","USA",1980
"Men","4x50 m Individual Medley B","Silver","","SWE",1980
"Men","4x50 m Individual Medley B","Bronze","","SWE",1980
"Men","4x50 m Individual Medley C","Gold","","CAN",1980
"Men","4x50 m Individual Medley C","Silver","","AUS",1980
"Men","4x50 m Individual Medley C","Bronze","","POL",1980
"Men","4x50 m Individual Medley D","Gold","","NED",1980
"Men","4x50 m Individual Medley D","Silver","","SUI",1980
"Men","4x50 m Individual Medley D","Bronze","","TCH",1980
"Men","4x50 m Individual Medley E","Gold","","NED",1980
"Men","4x50 m Individual Medley E","Silver","","NED",1980
"Men","4x50 m Individual Medley E","Bronze","","POL",1980
"Men","4x50 m Individual Medley 4","Gold","","USA",1980
"Men","4x50 m Individual Medley 4","Silver","","SWE",1980
"Men","4x50 m Individual Medley 4","Bronze","","SWE",1980
"Men","4x50 m Individual Medley 5","Gold","","POL",1980
"Men","4x50 m Individual Medley 5","Silver","","SWE",1980
"Men","4x50 m Individual Medley 5","Bronze","","ESP",1980
"Men","4x50 m Individual Medley 6","Gold","","ISR",1980
"Men","4x50 m Individual Medley 6","Silver","","FRG",1980
"Men","4x50 m Individual Medley 6","Bronze","","POL",1980
"Men","4x100 m Individual Medley A","Gold","","CAN",1980
"Men","4x100 m Individual Medley A","Silver","","GBR",1980
"Men","4x100 m Individual Medley A","Bronze","","USA",1980
"Men","4x100 m Individual Medley B","Gold","","USA",1980
"Men","4x100 m Individual Medley B","Silver","","SWE",1980
"Men","4x100 m Individual Medley B","Bronze","","CAN",1980
"Men","4x50 m Freestyle Relay 2-6","Gold","AGMON Assaf","ISR",1980
"Men","4x50 m Freestyle Relay 2-6","Gold","BERGMAN Uri","ISR",1980
"Men","4x50 m Freestyle Relay 2-6","Gold","PINTO Shlomo","ISR",1980
"Men","4x50 m Freestyle Relay 2-6","Gold","WANGER Joseph","ISR",1980
"Men","4x50 m Freestyle Relay 2-6","Silver","","POL",1980
"Men","4x50 m Freestyle Relay 2-6","Bronze","","USA",1980
"Men","4x100 m Freestyle Relay A-B","Gold","","USA",1980
"Men","4x100 m Freestyle Relay A-B","Silver","","SWE",1980
"Men","4x100 m Freestyle Relay A-B","Bronze","","CAN",1980
"Men","4x100 m Freestyle Relay C-D","Gold","","FRG",1980
"Men","4x100 m Freestyle Relay C-D","Silver","","GBR",1980
"Men","4x100 m Medley Relay A-B","Gold","","USA",1980
"Men","4x100 m Medley Relay A-B","Silver","","SWE",1980
"Men","4x100 m Medley Relay A-B","Bronze","","CAN",1980
"Men","4x100 m Medley Relay C","Gold","","GBR",1980
"Men","4x100 m Medley Relay D","Gold","","FRG",1980
"Men","4x100 m Medley Relay 1A-6","Gold","","SWE",1980
"Men","4x100 m Medley Relay 1A-6","Silver","","POL",1980
"Men","4x100 m Medley Relay 1A-6","Bronze","","FRA",1980
"Women","4x25 m Individual Medley 3","Gold","","SWE",1980
"Women","4x25 m Individual Medley 3","Silver","","GBR",1980
"Women","4x25 m Individual Medley 3","Bronze","","POL",1980
"Women","4x50 m Individual Medley A","Gold","","CAN",1980
"Women","4x50 m Individual Medley A","Silver","","CAN",1980
"Women","4x50 m Individual Medley A","Bronze","","AUS",1980
"Women","4x50 m Individual Medley B","Gold","","USA",1980
"Women","4x50 m Individual Medley B","Silver","","USA",1980
"Women","4x50 m Individual Medley B","Bronze","","USA",1980
"Women","4x50 m Individual Medley C","Gold","","CAN",1980
"Women","4x50 m Individual Medley D","Gold","","GBR",1980
"Women","4x50 m Individual Medley D","Silver","","CAN",1980
"Women","4x50 m Individual Medley D","Bronze","","SWE",1980
"Women","4x50 m Individual Medley E","Gold","","SWE",1980
"Women","4x50 m Individual Medley E","Silver","","FRA",1980
"Women","4x50 m Individual Medley E","Bronze","","POL",1980
"Women","4x50 m Individual Medley 4","Gold","","POL",1980
"Women","4x50 m Individual Medley 4","Silver","","ESP",1980
"Women","4x50 m Individual Medley 4","Bronze","","FRA",1980
"Women","4x50 m Individual Medley 5","Gold","","FRG",1980
"Women","4x50 m Individual Medley 5","Silver","","POL",1980
"Women","4x50 m Individual Medley 5","Bronze","","GBR",1980
"Women","4x50 m Individual Medley 6","Gold","","POL",1980
"Women","4x50 m Individual Medley 6","Silver","","ESP",1980
"Women","4x100 m Individual Medley A","Gold","","CAN",1980
"Women","4x100 m Individual Medley B","Gold","","USA",1980
"Women","4x100 m Individual Medley B","Silver","","USA",1980
"Women","4x100 m Individual Medley B","Bronze","","SWE",1980
"Women","4x50 m Freestyle Relay 2-6","Gold","","GBR",1980
"Women","4x50 m Freestyle Relay 2-6","Silver","","POL",1980
"Women","4x100 m Freestyle Relay A-B","Gold","","USA",1980
"Women","4x100 m Freestyle Relay A-B","Silver","","CAN",1980
"Women","4x100 m Freestyle Relay A-B","Bronze","","FRG",1980
"Women","4x100 m Freestyle Relay C-D","Gold","","CAN",1980
"Women","4x100 m Medley Relay A-B","Gold","","USA",1980
"Women","4x100 m Medley Relay A-B","Silver","","CAN",1980
"Women","4x100 m Medley Relay 1A-6","Gold","","POL",1980
"Women","4x100 m Medley Relay 1A-6","Silver","","NED",1980
"Women","4x100 m Medley Relay 1A-6","Bronze","","ESP",1980
"Men","25 m Freestyle 1A","Gold","KENNY Mike","GBR",1984
"Men","25 m Freestyle 1A","Silver","TIETZE H.","FRG",1984
"Men","25 m Freestyle 1A","Bronze","KANTOLA Pekka","FIN",1984
"Men","25 m Freestyle 1B","Gold","CAIRNS Kenneth","GBR",1984
"Men","25 m Freestyle 1B","Silver","GREEN S.","USA",1984
"Men","25 m Freestyle 1B","Bronze","MASON Rick","USA",1984
"Men","25 m Freestyle 1C","Gold","PANCALLI Luca","ITA",1984
"Men","25 m Freestyle 1C","Silver","SLECZKA Krzysztof","POL",1984
"Men","25 m Freestyle 1C","Bronze","GOODMAN D.","USA",1984
"Men","25 m Freestyle C2","Gold","JONKARI Ari","FIN",1984
"Men","25 m Freestyle C2","Silver","CHARD Mark","GBR",1984
"Men","25 m Freestyle C2","Bronze","REILLY Bill","USA",1984
"Men","25 m Freestyle C3","Gold","COUGOUILLE Didier","FRA",1984
"Men","25 m Freestyle C6","Gold","WALDEN Robert","AUS",1984
"Men","25 m Freestyle C6","Silver","KAUDE Henri","LUX",1984
"Men","25 m Freestyle C6","Bronze","SCRACE Bob","CAN",1984
"Men","25 m Freestyle L1","Gold","PETERSSON John","DEN",1984
"Men","25 m Freestyle L1","Silver","JACQUOT Pascal","FRA",1984
"Men","25 m Freestyle L1","Bronze","PETERSSON Bernt","SWE",1984
"Men","25 m Freestyle L2","Gold","LANDRA Michel","FRA",1984
"Men","25 m Freestyle L2","Silver","MACRI Mickey","CAN",1984
"Men","25 m Freestyle with Aids C1","Gold","RESA Rick","USA",1984
"Men","25 m Freestyle with Aids C1","Silver","KELLY Brian","CAN",1984
"Men","25 m Freestyle with Aids C1","Bronze","CECCHINI Russell","CAN",1984
"Men","25 m Freestyle with Aids C2","Gold","BOWEN Mike","USA",1984
"Men","25 m Freestyle with Aids C2","Silver","VARDEN Steven","GBR",1984
"Men","25 m Freestyle with Aids C2","Bronze","THOMAS Ken","CAN",1984
"Men","50 m Freestyle B1","Gold","HYDER Rodney","USA",1984
"Men","50 m Freestyle B1","Silver","BOOTH Ken","CAN",1984
"Men","50 m Freestyle B1","Bronze","FAIRWEATHER Austain","GBR",1984
"Men","50 m Freestyle B2","Gold","GHYSEL Eric","FRA",1984
"Men","50 m Freestyle B2","Silver","HODGIN Todd","USA",1984
"Men","50 m Freestyle B2","Bronze","HOGANS Chris","USA",1984
"Men","50 m Freestyle B3","Gold","HATCHER Robert","USA",1984
"Men","50 m Freestyle B3","Silver","BUGARIN Kingsley","AUS",1984
"Men","50 m Freestyle B3","Bronze","SMITH Scott","GBR",1984
"Men","50 m Freestyle C3","Gold","COUGOUILLE Didier","FRA",1984
"Men","50 m Freestyle C3","Silver","WEBER Martin","FRG",1984
"Men","50 m Freestyle C4","Gold","SURGEONER Robin","GBR",1984
"Men","50 m Freestyle C4","Silver","HIGGINS Joe","CAN",1984
"Men","50 m Freestyle C4","Bronze","MAROSSY Steve","USA",1984
"Men","50 m Freestyle C5","Gold","DAHL Stephan","DEN",1984
"Men","50 m Freestyle C5","Silver","ALSETHAUG Per Ove","NOR",1984
"Men","50 m Freestyle C5","Bronze","CHRISTENSEN Anders","DEN",1984
"Men","50 m Freestyle C6","Gold","WALDEN Robert","AUS",1984
"Men","50 m Freestyle C6","Silver","KAUDE Henri","LUX",1984
"Men","50 m Freestyle C6","Bronze","SCRACE Bob","CAN",1984
"Men","50 m Freestyle C7","Gold","OSLAND Stig","NOR",1984
"Men","50 m Freestyle C7","Silver","CALEGA Sergio","ITA",1984
"Men","50 m Freestyle C7","Bronze","PITTENS Eric","NED",1984
"Men","50 m Freestyle C8","Gold","SCHNITZER Markus","FRG",1984
"Men","50 m Freestyle C8","Silver","ROSELLE Ronald","NED",1984
"Men","50 m Freestyle C8","Bronze","PARRY Bill","CAN",1984
"Men","50 m Freestyle L3","Gold","FLORES Francisco","ESP",1984
"Men","50 m Freestyle L3","Silver","CROWE Gordon","GBR",1984
"Men","50 m Freestyle L3","Bronze","LEHR Bill","USA",1984
"Men","50 m Freestyle 2","Gold","CRICHTON Roly","NZL",1984
"Men","50 m Freestyle 2","Silver","GIUSSANI Ernesto","ITA",1984
"Men","50 m Freestyle 2","Bronze","CORNELIS Pascal","BEL",1984
"Men","50 m Freestyle 3","Gold","PAWLOWSKI Arkadiusz","POL",1984
"Men","50 m Freestyle 3","Silver","OWCZAREK Miroslaw","POL",1984
"Men","50 m Freestyle 3","Bronze","WANGER Joseph","ISR",1984
"Men","100 m Freestyle 1A","Gold","KENNY Mike","GBR",1984
"Men","100 m Freestyle 1A","Silver","SANDBRAATEN J. P.","NOR",1984
"Men","100 m Freestyle 1A","Bronze","TRACEY Phillip","AUS",1984
"Men","100 m Freestyle 1B","Gold","CAIRNS Kenneth","GBR",1984
"Men","100 m Freestyle 1B","Silver","ZABRZESKI Tadeusz","POL",1984
"Men","100 m Freestyle 1B","Bronze","TROG C.","FRA",1984
"Men","100 m Freestyle 1C","Gold","SLECZKA Krzysztof","POL",1984
"Men","100 m Freestyle 1C","Silver","PANCALLI Luca","ITA",1984
"Men","100 m Freestyle 1C","Bronze","STADDON R.","AUS",1984
"Men","100 m Freestyle A1","Gold","ROSAGER Streen","DEN",1984
"Men","100 m Freestyle A1","Silver","GORIS Wolfgang","FRG",1984
"Men","100 m Freestyle A1","Bronze","DUKAI Geza","HUN",1984
"Men","100 m Freestyle A2","Gold","RUBNER Bernd","FRG",1984
"Men","100 m Freestyle A2","Silver","GRUBER Holger","FRG",1984
"Men","100 m Freestyle A2","Bronze","VAN VLIET Gerard","NED",1984
"Men","100 m Freestyle A3","Gold","TRONDSEN Erling","NOR",1984
"Men","100 m Freestyle A3","Silver","REYNOLDS Dave","USA",1984
"Men","100 m Freestyle A3","Bronze","INOUE Etsuo","JPN",1984
"Men","100 m Freestyle A4","Gold","ERYD Sven","SWE",1984
"Men","100 m Freestyle A4","Silver","BOLOTIN Ron","ISR",1984
"Men","100 m Freestyle A4","Bronze","LUDBROOK Mark","CAN",1984
"Men","100 m Freestyle A5","Gold","KOZON Bogdan","POL",1984
"Men","100 m Freestyle A5","Silver","FOPPOLO David","FRA",1984
"Men","100 m Freestyle A5","Bronze","BRAND Andreas","FRG",1984
"Men","100 m Freestyle A6","Gold","SCHROEDER Karl","FRG",1984
"Men","100 m Freestyle A6","Silver","NICOLINI Sauro","ITA",1984
"Men","100 m Freestyle A6","Bronze","PERETZMAN Baruch","ISR",1984
"Men","100 m Freestyle A7","Gold","WOJCIECHOWSKI Andrzej","POL",1984
"Men","100 m Freestyle A7","Silver","BARNBECK Heinz","FRG",1984
"Men","100 m Freestyle A7","Bronze","SHEN Jiliang","CHN",1984
"Men","100 m Freestyle A8","Gold","HAMMOND Gregory","AUS",1984
"Men","100 m Freestyle A8","Silver","VAN BUITEN Andre","NED",1984
"Men","100 m Freestyle A8","Bronze","BUDIN Hanoch","ISR",1984
"Men","100 m Freestyle A9","Gold","HILDEBRANDT Frits","NED",1984
"Men","100 m Freestyle A9","Silver","DE HOOP Gerrie","NED",1984
"Men","100 m Freestyle A9","Bronze","MIKELIN Roko","YUG",1984
"Men","100 m Freestyle B1","Gold","SJOGREN Hans","SWE",1984
"Men","100 m Freestyle B1","Silver","MUIRHEAD James","GBR",1984
"Men","100 m Freestyle B1","Bronze","NEDERMAN Lars-Ove","SWE",1984
"Men","100 m Freestyle B2","Gold","MORGAN John","USA",1984
"Men","100 m Freestyle B2","Silver","ANDERSSON Per","SWE",1984
"Men","100 m Freestyle B2","Bronze","GHYSEL Eric","FRA",1984
"Men","100 m Freestyle B3","Gold","OTHMAR Carsten","FRG",1984
"Men","100 m Freestyle B3","Silver","ROPKA Richard","USA",1984
"Men","100 m Freestyle B3","Silver","BLACKBURN Craig","AUS",1984
"Men","100 m Freestyle C4","Gold","SURGEONER Robin","GBR",1984
"Men","100 m Freestyle C4","Silver","HIGGINS Joe","CAN",1984
"Men","100 m Freestyle C4","Bronze","MAROSSY Steve","USA",1984
"Men","100 m Freestyle C5","Gold","DAHL Stephan","DEN",1984
"Men","100 m Freestyle C5","Silver","MANSELL Martin","GBR",1984
"Men","100 m Freestyle C5","Bronze","CHRISTENSEN Anders","DEN",1984
"Men","100 m Freestyle C6","Gold","WALDEN Robert","AUS",1984
"Men","100 m Freestyle C7","Gold","OSLAND Stig","NOR",1984
"Men","100 m Freestyle C7","Silver","CALEGA Sergio","ITA",1984
"Men","100 m Freestyle C7","Bronze","WILCZOCH Alexander","SWE",1984
"Men","100 m Freestyle C8","Gold","ROSELLE Ronald","NED",1984
"Men","100 m Freestyle C8","Silver","SCHNITZER Markus","FRG",1984
"Men","100 m Freestyle C8","Bronze","PAUWELS Hans","BEL",1984
"Men","100 m Freestyle L4","Gold","POULISSE Marcel","NED",1984
"Men","100 m Freestyle L4","Silver","JOFRE Alberto","ESP",1984
"Men","100 m Freestyle L4","Bronze","GILBERT Andrew","GBR",1984
"Men","100 m Freestyle L5","Gold","GOMEZ Alberto","ESP",1984
"Men","100 m Freestyle L5","Silver","TORY Gyorgy","HUN",1984
"Men","100 m Freestyle L5","Bronze","VAN DER MEIJDEN Theo","NED",1984
"Men","100 m Freestyle L6","Gold","CHALMERS Malcom","AUS",1984
"Men","100 m Freestyle L6","Silver","DURCHDEWALD Dieter","FRG",1984
"Men","100 m Freestyle L6","Bronze","BRUER Tom","NOR",1984
"Men","100 m Freestyle 4","Gold","OLSSON Anders","SWE",1984
"Men","100 m Freestyle 4","Silver","PINTO Shlomo","ISR",1984
"Men","100 m Freestyle 4","Bronze","WIEDEMAN P.","FRG",1984
"Men","100 m Freestyle 5","Gold","RYDING Wayne","AUS",1984
"Men","100 m Freestyle 5","Silver","HEIJNEN H.","NED",1984
"Men","100 m Freestyle 5","Bronze","AMORIM Marcelo","BRA",1984
"Men","100 m Freestyle 6","Gold","HAINEY Tomas","CAN",1984
"Men","100 m Freestyle 6","Gold","BERGMAN Uri","ISR",1984
"Men","100 m Freestyle 6","Bronze","DUNNE Gerard","IRL",1984
"Men","200 m Freestyle C4","Gold","SURGEONER Robin","GBR",1984
"Men","200 m Freestyle C4","Silver","HIGGINS Joe","CAN",1984
"Men","200 m Freestyle C4","Bronze","ADLER Kare","NOR",1984
"Men","200 m Freestyle C5","Gold","DAHL Stephan","DEN",1984
"Men","200 m Freestyle C5","Silver","MANSELL Martin","GBR",1984
"Men","200 m Freestyle C5","Bronze","CHRISTENSEN Anders","DEN",1984
"Men","200 m Freestyle C6","Gold","WALDEN Robert","AUS",1984
"Men","200 m Freestyle C7","Gold","OSLAND Stig","NOR",1984
"Men","200 m Freestyle C7","Silver","PITTENS Eric","NED",1984
"Men","200 m Freestyle C7","Bronze","WILCZOCH Alexander","SWE",1984
"Men","200 m Freestyle C8","Gold","MAYR Karl","AUT",1984
"Men","200 m Freestyle 2","Gold","SZPOJNAROWICZ Marek","POL",1984
"Men","200 m Freestyle 2","Silver","CRICHTON Roly","NZL",1984
"Men","200 m Freestyle 2","Bronze","DURIEUX Jean Marc","FRA",1984
"Men","200 m Freestyle 3","Gold","PAWLOWSKI Arkadiusz","POL",1984
"Men","200 m Freestyle 3","Silver","OWCZAREK Miroslaw","POL",1984
"Men","200 m Freestyle 3","Bronze","AIT AISSA Mohamed","FRA",1984
"Men","400 m Freestyle A2","Gold","RUBNER Bernd","FRG",1984
"Men","400 m Freestyle A2","Silver","QUENNEVILLE Dennis","CAN",1984
"Men","400 m Freestyle A2","Bronze","CHRYCZYK Jan","POL",1984
"Men","400 m Freestyle A4","Gold","GUDGEON Gary","AUS",1984
"Men","400 m Freestyle A4","Silver","ERYD Sven","SWE",1984
"Men","400 m Freestyle A4","Bronze","BOLOTIN Ron","ISR",1984
"Men","400 m Freestyle B1","Gold","SJOGREN Hans","SWE",1984
"Men","400 m Freestyle B1","Silver","MCISAAC Timothy","CAN",1984
"Men","400 m Freestyle B1","Bronze","MUIRHEAD James","GBR",1984
"Men","400 m Freestyle B2","Gold","MORGAN John","USA",1984
"Men","400 m Freestyle B2","Silver","GRENON Lee","CAN",1984
"Men","400 m Freestyle B2","Bronze","ERIKSSON Anders","SWE",1984
"Men","400 m Freestyle B3","Gold","OTHMAR Carsten","FRG",1984
"Men","400 m Freestyle B3","Silver","BLACKBURN Craig","AUS",1984
"Men","400 m Freestyle B3","Bronze","HOYLE Mark","CAN",1984
"Men","400 m Freestyle 4","Gold","PINTO Shlomo","ISR",1984
"Men","400 m Freestyle 4","Silver","NILSSON Gunnar","SWE",1984
"Men","400 m Freestyle 5","Gold","BETEGA G.","FRA",1984
"Men","400 m Freestyle 5","Silver","RYDING Wayne","AUS",1984
"Men","400 m Freestyle 5","Bronze","HEIJNEN H.","NED",1984
"Men","400 m Freestyle 6","Gold","HAINEY Tomas","CAN",1984
"Men","400 m Freestyle 6","Silver","DUNNE Gerard","IRL",1984
"Men","400 m Freestyle 6","Bronze","MICOREC Bernard","FRA",1984
"Men","25 m Backstroke 1A","Gold","KENNY Mike","GBR",1984
"Men","25 m Backstroke 1A","Silver","KANTOLA Pekka","FIN",1984
"Men","25 m Backstroke 1A","Bronze","TIETZE H.","FRG",1984
